Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2012,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,ZA,IT,,20,,skins,,S,W
2012,II,Pristis microdon,Elasmobranchii,Pristiformes,Pristidae,Pristis,DE,AU,,,2,live,,Q,W
2012,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,CA,PK,,,1,specimens,,S,W
2012,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,US,CN,,,3,bodies,,Q,W
2012,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,US,EC,,,20,specimens,,S,W
2012,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,US,PH,,11,,specimens,,S,W
2012,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,US,PK,,,1,specimens,,S,W
2012,III,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,AE,GB,,1,,specimens,,E,O
2012,III,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,GB,AE,US,,1,specimens,,S,O
2012,III,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,AE,GB,,1,,specimens,,E,O
2012,III,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,AE,US,,1,specimens,,S,O
2013,I,Anoxypristis cuspidata,Elasmobranchii,Pristiformes,Pristidae,Anoxypristis,GB,RU,XX,,1,bodies,,E,O
2013,I,Anoxypristis cuspidata,Elasmobranchii,Pristiformes,Pristidae,Anoxypristis,RU,GB,XX,,1,bones,,E,U
2013,I,Pristidae spp.,Elasmobranchii,Pristiformes,Pristidae,,GG,GB,XX,2,,trophies,,P,O
2013,I,Pristis spp.,Elasmobranchii,Pristiformes,Pristidae,Pristis,FR,AU,,,1,bones,,Q,O
2013,I,Pristis spp.,Elasmobranchii,Pristiformes,Pristidae,Pristis,HU,CH,XX,,1,derivatives,,T,O
2013,I,Pristis spp.,Elasmobranchii,Pristiformes,Pristidae,Pristis,US,GB,XX,2,,bones,,P,I
2013,I,Pristis microdon,Elasmobranchii,Pristiformes,Pristidae,Pristis,US,FR,XX,1,,unspecified,,T,I
2013,I,Pristis pristis,Elasmobranchii,Pristiformes,Pristidae,Pristis,FR,AU,MO,1,,teeth,,Q,O
2013,I,Pristis pristis,Elasmobranchii,Pristiformes,Pristidae,Pristis,US,AU,,1,,specimens,,S,W
2013,I,Pristis zijsron,Elasmobranchii,Pristiformes,Pristidae,Pristis,CA,US,AU,,2,live,,Z,W
2013,I,Pristis zijsron,Elasmobranchii,Pristiformes,Pristidae,Pristis,CA,US,,2,,live,,Z,O
2013,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SC,,,100.14,fins,,T,W
2013,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,GB,IM,,,50,specimens,,S,W
2013,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,GB,QA,GB,,1,live,,Q,W
2013,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,QA,GB,,,1,bodies,,Q,W
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,AU,CA,AU,,3,bones,,Q,W
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,AU,CA,AU,,520,teeth,,Q,W
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,CA,TR,AU,,22,teeth,,Q,W
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,CA,US,XX,,4,bones,,S,W
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,GB,QA,AU,,1,live,,Q,W
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,JP,US,TW,,6,carvings,,T,I
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,KR,CN,BR,,1,specimens,,Q,O
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,KR,CN,XX,1,,specimens,,Q,O
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,NZ,CA,NZ,,9,teeth,,Q,O
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,QA,GB,AU,,1,bodies,,Q,W
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,GB,XX,22,,teeth,,Q,O
2013,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,GB,XX,,22,teeth,,Q,U
2013,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,BR,US,,,1,fins,,E,O
2013,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,DE,CN,1,,specimens,,Q,I
2013,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,AU,SC,,,61,specimens,,S,W
2013,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,IT,MX,,,30,specimens,,S,W
2013,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,US,CN,,1,,specimens,,Q,W
2013,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,US,MX,,30,60,specimens,,S,W
2013,II,Sphyrna spp.,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SC,,,98.6,fins,,T,W
2013,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,BR,US,,,1,fins,,E,O
2013,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BR,,104,,fins,,T,I
2013,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,HK,,6,,specimens,,S,C
2013,III,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,AU,NZ,,13.3,13.3,fins,kg,T,W
2013,III,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,ES,JP,XX,602,,fins,kg,T,W
2013,III,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,ES,JP,XX,22959,,meat,kg,T,W
2013,III,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,SG,ES,JP,,586,fins,kg,T,W
2013,III,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,TH,GB,US,,1,fins,,S,O
2013,III,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,TH,GB,US,,1,fins,,S,O
2014,I,Pristidae spp.,Elasmobranchii,Pristiformes,Pristidae,,NZ,GB,XX,,3,derivatives,,P,O
2014,I,Pristidae spp.,Elasmobranchii,Pristiformes,Pristidae,,US,GG,XX,,1,trophies,,T,O
2014,I,Pristis spp.,Elasmobranchii,Pristiformes,Pristidae,Pristis,US,AU,XX,1,,derivatives,,P,I
2014,I,Pristis microdon,Elasmobranchii,Pristiformes,Pristidae,Pristis,SG,AU,,1,,live,,T,O
2014,I,Pristis microdon,Elasmobranchii,Pristiformes,Pristidae,Pristis,SG,AU,,,1,live,,Z,O
2014,I,Pristis pectinata,Elasmobranchii,Pristiformes,Pristidae,Pristis,AU,US,,,3,specimens,,S,W
2014,I,Pristis pectinata,Elasmobranchii,Pristiformes,Pristidae,Pristis,US,BS,,,4,specimens,,S,W
2014,I,Pristis pristis,Elasmobranchii,Pristiformes,Pristidae,Pristis,AU,FR,MO,,1,bones,,Q,O
2014,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,ET,AE,YE,,3,fins,,T,W
2014,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,SG,LK,,451,451,fins,kg,T,W
2014,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,KY,,,100,specimens,,S,W
2014,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,US,AU,XX,2,,specimens,,S,I
2014,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,US,CA,,35,,specimens,g,S,W
2014,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,US,CA,,,35,specimens,,S,W
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,CL,RO,AU,,3,bones,,Q,W
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,CL,RO,AU,,520,teeth,,Q,W
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,CN,KR,XX,,2,specimens,,Q,O
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,GB,US,XX,,22,teeth,,Q,O
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,RO,RU,AU,3,3,bones,,Q,W
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,RO,RU,AU,520,520,teeth,,Q,W
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CA,ZA,,14,skin pieces,,S,W
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CA,ZA,,1,specimens,,S,W
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CA,,15,,specimens,,S,W
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CN,XX,4,,bones,,P,I
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,GB,XX,,1,carvings,,T,U
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,GB,XX,1,,leather products (small),,T,O
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,MX,XX,240,,medicine,,P,I
2014,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,ZA,,,86,specimens,ml,S,W
2014,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,AU,NZ,,37.7,37.7,fins,kg,T,W
2014,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,DK,NO,,991,851,meat,kg,T,W
2014,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,HK,SG,XX,,1000,fins,kg,T,O
2014,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,MX,,9,,derivatives,kg,P,I
2014,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,MX,,800,,meat,g,P,I
2014,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,MX,,556.4,,meat,kg,P,I
2014,II,Manta alfredi,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,,,191,specimens,,S,O
2014,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,,,102,specimens,,S,O
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,4243.91,fins,kg,T,W
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CO,CR,,,8,specimens,,S,W
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,AU,,,22.5,fins,kg,T,W
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,CR,,,167.85,specimens,kg,T,W
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,434,fins,,T,W
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,108,tails,,T,W
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,IL,US,,,1,live,,T,O
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,SG,LK,,160,160,fins,kg,T,W
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,AU,XX,11,,specimens,,S,I
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BZ,,29600,,fins,kg,T,I
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,EC,,,2,specimens,,S,W
2014,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,XX,CL,,,14,fins,,S,W
2014,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,250,fins,kg,T,W
2014,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,AU,,,43.18,fins,kg,T,W
2014,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SG,XX,,872,fins,kg,T,O
2014,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,MX,XX,240,,medicine,,P,I
2014,II,Sphyrna zygaena,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,340,fins,kg,T,O
2014,II,Sphyrna zygaena,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,SN,,,180,fins,kg,T,W
2014,II,Sphyrna zygaena,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,CR,,,323.2,specimens,kg,T,W
2014,III,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,ES,JP,,23882,,meat,kg,T,W
2014,III,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,ET,AE,XX,,3,fins,,E,W
2015,I,Pristidae spp.,Elasmobranchii,Pristiformes,Pristidae,,AU,BE,XX,,1,bones,,P,O
2015,I,Pristidae spp.,Elasmobranchii,Pristiformes,Pristidae,,NL,AU,,,1,bodies,,P,O
2015,I,Pristis pectinata,Elasmobranchii,Pristiformes,Pristidae,Pristis,PT,US,XX,,1,bones,,T,O
2015,I,Pristis pectinata,Elasmobranchii,Pristiformes,Pristidae,Pristis,PT,US,XX,1,,carvings,,T,O
2015,I,Pristis pectinata,Elasmobranchii,Pristiformes,Pristidae,Pristis,PT,US,,1,,teeth,,T,O
2015,I,Pristis pristis,Elasmobranchii,Pristiformes,Pristidae,Pristis,IT,US,XX,,1,bodies,,T,O
2015,I,Pristis pristis,Elasmobranchii,Pristiformes,Pristidae,Pristis,US,MG,,,30,specimens,,S,W
2015,II,Carcharhinus spp.,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,BS,,,1,teeth,,P,W
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,SG,LK,745.6,1153,fins,kg,T,W
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,HK,US,FJ,,4,fins,,Q,O
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,OM,AE,YE,,3,fins,,E,W
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,PH,US,FJ,,4,fins,,E,W
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,SG,LK,,872,872,fins,kg,T,W
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,BB,,2,,specimens,ml,S,W
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,BB,,,4,specimens,,S,W
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,US,HK,FJ,4,,fins,,E,W
2015,II,Carcharhinus longimanus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,XX,EC,,,9,fins,,T,W
2015,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,GB,US,XX,,1,bone carvings,,Q,O
2015,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,US,CA,,42,,specimens,g,S,W
2015,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,US,CA,,,16,specimens,,S,W
2015,II,Cetorhinus maximus,Elasmobranchii,Lamniformes,Cetorhinidae,Cetorhinus,US,CA,,,1,teeth,,S,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,CN,KR,BR,1,,teeth,,Q,O
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,DE,CN,,,1,specimens,,E,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,GB,ZA,,4,4,specimens,,S,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,HK,NI,,236.09,144.8818207,fins,kg,T,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,SE,ZA,,,1,skulls,,S,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,SE,ZA,,,115,specimens,,S,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,TW,AU,,,2,bones,,T,O
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,CA,ZA,9,9,specimens,,S,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,US,ZA,,161,,specimens,,S,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,XX,CL,,,523,teeth,,S,W
2015,II,Carcharodon carcharias,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,ZA,FR,,,1,specimens,,S,W
2015,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,CN,CA,,122,,meat,kg,T,O
2015,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,DK,FO,,109,,meat,kg,T,W
2015,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,DK,NO,,749,882,meat,kg,T,W
2015,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,HK,US,,,2,fins,,Q,O
2015,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,PH,US,,,2,fins,,E,W
2015,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,CA,,,81.64,meat,kg,T,W
2015,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,US,HK,US,2,,fins,,E,W
2015,II,Lamna nasus,Elasmobranchii,Lamniformes,Lamnidae,Lamna,XX,CL,,,8,fins,,S,W
2015,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,HK,LK,,,1000,derivatives,kg,T,W
2015,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,MX,XX,1,,meat,kg,P,I
2015,II,Manta spp.,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,MX,,46.5,,meat,kg,P,I
2015,II,Manta alfredi,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,JP,65,,specimens,,S,O
2015,II,Manta alfredi,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,MZ,67,,specimens,,S,O
2015,II,Manta alfredi,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,,59,,specimens,,S,O
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,LK,PH,,1,,derivatives,,E,W
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,LK,SL,,1,,derivatives,,E,W
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,MV,LK,,,1,derivatives,,E,W
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,PH,LK,,,1,derivatives,,E,W
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,BR,1,,specimens,,S,O
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,BS,7,,specimens,,S,O
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,EC,22,,specimens,,S,O
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,ID,6,,specimens,,S,O
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,JP,3,,specimens,,S,O
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,MX,35,,specimens,,S,O
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,AU,MZ,28,,specimens,,S,O
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,MX,,,31,specimens,,S,W
2015,II,Manta birostris,Elasmobranchii,Myliobatiformes,Myliobatidae,Manta,US,ZA,,3,3,specimens,,S,W
2015,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,DE,CN,,,1,specimens,,T,W
2015,II,Rhincodon typus,Elasmobranchii,Orectolobiformes,Rhincodontidae,Rhincodon,US,SH,,12,,specimens,,S,W
2015,II,Sphyrna spp.,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,NI,,,180.43,fins,kg,T,W
2015,II,Sphyrna spp.,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,58.27,live,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CH,NL,XX,5,,specimens,g,S,O
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,5230.1,fins,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,AU,,,1,bones,,T,O
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,ZA,,8,,specimens,g,S,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,GB,ZA,,,4,specimens,,S,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,AU,,239.41,393.01,fins,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,CR,,297.83,342.05,fins,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,MX,,6506.85,73.04,fins,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,NI,,294.34,217.27,fins,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SG,LK,,146.5,fins,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SG,XX,,901,fins,kg,T,O
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,402.88,,fins,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,SV,,,1024.7,live,kg,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,US,,,14,fins,,Q,O
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,IL,NL,AU,,2,live,,Z,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,IL,NL,,2,,live,,,
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,NL,AU,,18,15,live,,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,OM,AE,XX,,3,fins,,E,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,PH,US,ZA,,4,fins,,E,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,PH,US,,,8,fins,,E,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,TR,NL,AU,,6,live,,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,TR,NL,AU,6,,unspecified,,T,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,AU,US,284,,specimens,,S,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BZ,,6,,specimens,,S,I
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BZ,,,16,specimens,,S,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,HK,US,14,,fins,,E,W
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,HK,XX,700,,fins,g,T,I
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,MX,,3,,skulls,,P,I
2015,II,Sphyrna lewini,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,SC,,,151,specimens,,S,W
2015,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,CN,MX,,,8898.35,fins,kg,T,W
2015,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,AU,,345.67,235.82,fins,kg,T,W
2015,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,MX,,3260.7,,fins,kg,T,W
2015,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,HK,US,,,3,fins,,Q,O
2015,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,PH,US,,,3,fins,,E,W
2015,II,Sphyrna mokarran,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,US,BZ,,2,,specimens,,S,I
